datetime,frc,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,confidence,road_closure
2023-11-22 07:00,FRC0,60,88,204,139,1,0
2023-11-22 07:04,FRC0,57,89,215,138,1,0
2023-11-22 07:10,FRC0,54,89,227,138,1,0
2023-11-22 07:30,FRC0,44,89,279,138,1,0
2023-11-22 08:00,FRC0,55,89,223,138,1,0
2023-11-22 08:30,FRC0,67,88,183,139,1,0
2023-11-22 09:00,FRC0,89,89,138,138,1,0
2023-11-22 09:30,FRC0,57,89,215,138,1,0
2023-11-22 10:00,FRC0,26,91,472,135,1,0
2023-11-22 10:30,FRC0,30,89,409,138,1,0
2023-11-22 11:00,FRC0,32,88,384,139,1,0
2023-11-22 11:30,FRC0,89,89,138,138,1,0
2023-11-22 12:00,FRC0,63,89,195,138,1,0
2023-11-22 12:23,FRC0,62,89,198,138,1,0
2023-11-22 12:24,FRC0,68,89,180,138,1,0
2023-11-22 12:25,FRC0,70,89,175,138,1,0
2023-11-22 12:26,FRC0,72,89,170,138,1,0
2023-11-22 12:27,FRC0,70,89,175,138,1,0
2023-11-22 12:28,FRC0,75,89,163,138,1,0
2023-11-22 12:29,FRC0,73,88,168,139,1,0
2023-11-22 12:30,FRC0,74,88,166,139,1,0
2023-11-22 12:31,FRC0,72,89,170,138,1,0
2023-11-22 12:32,FRC0,76,88,161,139,1,0
2023-11-22 12:33,FRC0,89,89,138,138,1,0
2023-11-22 12:34,FRC0,89,89,138,138,1,0
2023-11-22 12:35,FRC0,89,89,138,138,1,0
2023-11-22 12:36,FRC0,89,89,138,138,1,0
2023-11-22 12:37,FRC0,89,89,138,138,1,0
2023-11-22 12:38,FRC0,89,89,138,138,1,0
2023-11-22 12:39,FRC0,89,89,138,138,1,0
2023-11-22 17:11,FRC0,35,89,351,138,1,0
2023-11-22 17:16,FRC0,25,88,491,139,1,0
2023-11-22 17:21,FRC0,23,89,534,138,1,0
2023-11-22 17:26,FRC0,30,89,409,138,1,0
2023-11-22 17:31,FRC0,33,89,372,138,1,0
2023-11-22 17:36,FRC0,34,89,361,138,1,0
2023-11-22 17:41,FRC0,37,89,332,138,1,0
2023-11-22 17:46,FRC0,35,89,351,138,1,0
2023-11-22 17:52,FRC0,25,89,491,138,1,0
2023-11-22 17:57,FRC0,29,89,423,138,1,0
2023-11-22 18:02,FRC0,26,89,472,138,1,0
2023-11-22 18:07,FRC0,27,89,455,138,1,0
2023-11-22 18:12,FRC0,28,88,438,139,1,0
2023-11-22 18:17,FRC0,27,89,455,138,1,0
2023-11-22 18:22,FRC0,26,88,472,139,1,0
2023-11-22 18:27,FRC0,18,88,682,139,1,0
2023-11-22 18:32,FRC0,25,90,491,136,1,0
2023-11-22 18:37,FRC0,33,88,372,139,1,0
2023-11-22 18:42,FRC0,37,89,332,138,1,0
2023-11-22 18:47,FRC0,37,90,332,136,1,0
2023-11-22 18:52,FRC0,41,88,299,139,1,0
2023-11-22 18:57,FRC0,38,90,323,136,1,0
2023-11-22 19:02,FRC0,38,89,323,138,1,0
2023-11-22 19:07,FRC0,42,89,292,138,1,0
2023-11-22 19:12,FRC0,57,89,215,138,1,0
2023-11-22 19:17,FRC0,89,89,138,138,1,0
2023-11-22 19:22,FRC0,89,89,138,138,1,0
2023-11-22 19:27,FRC0,89,89,138,138,1,0
2023-11-22 19:32,FRC0,89,89,138,138,1,0
2023-11-22 19:37,FRC0,89,89,138,138,1,0
2023-11-22 19:42,FRC0,89,89,138,138,1,0
2023-11-22 19:47,FRC0,89,89,138,138,1,0
2023-11-22 19:52,FRC0,89,89,138,138,1,0
2023-11-22 19:57,FRC0,89,89,138,138,1,0
2023-11-22 20:02,FRC0,89,89,138,138,1,0
2023-11-22 20:07,FRC0,89,89,138,138,1,0
2023-11-22 20:12,FRC0,89,89,138,138,1,0
2023-11-22 20:17,FRC0,89,89,138,138,1,0
2023-11-22 20:22,FRC0,89,89,138,138,1,0
2023-11-22 20:27,FRC0,89,89,138,138,1,0
2023-11-22 20:32,FRC0,89,89,138,138,1,0
2023-11-22 20:37,FRC0,89,89,138,138,1,0
2023-11-22 20:42,FRC0,89,89,138,138,1,0
2023-11-22 20:47,FRC0,89,89,138,138,1,0
2023-11-22 20:52,FRC0,89,89,138,138,1,0
2023-11-22 20:57,FRC0,89,89,138,138,1,0
2023-11-22 21:02,FRC0,89,89,138,138,1,0
2023-11-22 21:07,FRC0,89,89,138,138,1,0
2023-11-22 21:12,FRC0,89,89,138,138,1,0
2023-11-22 21:17,FRC0,89,89,138,138,1,0
2023-11-22 21:22,FRC0,89,89,138,138,1,0
2023-11-22 21:27,FRC0,89,89,138,138,1,0
2023-11-22 21:32,FRC0,89,89,138,138,1,0
2023-11-22 21:37,FRC0,89,89,138,138,1,0
2023-11-22 21:42,FRC0,89,89,138,138,1,0
2023-11-22 21:47,FRC0,89,89,138,138,1,0
2023-11-22 21:52,FRC0,89,89,138,138,1,0
2023-11-22 21:57,FRC0,89,89,138,138,1,0
2023-11-22 22:02,FRC0,89,89,138,138,1,0
2023-11-22 22:07,FRC0,89,89,138,138,1,0
2023-11-22 22:12,FRC0,89,89,138,138,1,0
2023-11-22 22:17,FRC0,89,89,138,138,1,0
2023-11-22 22:22,FRC0,89,89,138,138,1,0
2023-11-22 22:27,FRC0,89,89,138,138,1,0
2023-11-22 22:32,FRC0,89,89,138,138,1,0
2023-11-22 22:37,FRC0,89,89,138,138,1,0
2023-11-22 22:42,FRC0,89,89,138,138,1,0
2023-11-22 22:47,FRC0,89,89,138,138,1,0
2023-11-22 22:52,FRC0,89,89,138,138,1,0
2023-11-22 22:57,FRC0,89,89,138,138,1,0
2023-11-22 23:02,FRC0,89,89,138,138,1,0
2023-11-22 23:07,FRC0,89,89,138,138,1,0
2023-11-22 23:12,FRC0,89,89,138,138,1,0
2023-11-22 23:17,FRC0,89,89,138,138,1,0
2023-11-22 23:22,FRC0,89,89,138,138,1,0
2023-11-22 23:27,FRC0,89,89,138,138,1,0
2023-11-22 23:32,FRC0,89,89,138,138,1,0
2023-11-22 23:37,FRC0,89,89,138,138,1,0
2023-11-22 23:42,FRC0,89,89,138,138,1,0
2023-11-22 23:47,FRC0,89,89,138,138,1,0
2023-11-22 23:52,FRC0,89,89,138,138,1,0
2023-11-22 23:57,FRC0,89,89,138,138,1,0
2023-11-23 00:02,FRC0,89,89,138,138,1,0
2023-11-23 00:07,FRC0,89,89,138,138,1,0
2023-11-23 00:12,FRC0,89,89,138,138,1,0
2023-11-23 00:17,FRC0,89,89,138,138,1,0
2023-11-23 00:22,FRC0,89,89,138,138,1,0
2023-11-23 00:56,FRC0,89,89,138,138,1,0
2023-11-23 01:26,FRC0,89,89,138,138,1,0
2023-11-23 01:57,FRC0,89,89,138,138,1,0
2023-11-23 02:27,FRC0,89,89,138,138,1,0
2023-11-23 02:57,FRC0,89,89,138,138,1,0
2023-11-23 03:27,FRC0,89,89,138,138,1,0
2023-11-23 03:57,FRC0,89,89,138,138,1,0
2023-11-23 04:27,FRC0,89,89,138,138,1,0
2023-11-23 04:57,FRC0,89,89,138,138,1,0
2023-11-23 05:27,FRC0,89,89,138,138,1,0
2023-11-23 05:57,FRC0,89,89,138,138,1,0
2023-11-23 06:27,FRC0,89,89,138,138,1,0
2023-11-23 06:57,FRC0,66,89,186,138,1,0
2023-11-23 07:27,FRC0,68,89,180,138,1,0
2023-11-23 07:57,FRC0,69,89,178,138,1,0
2023-11-23 08:27,FRC0,47,89,261,138,1,0
2023-11-23 08:57,FRC0,27,89,455,138,1,0
2023-11-23 09:27,FRC0,38,89,323,138,1,0
2023-11-23 09:57,FRC0,60,89,204,138,1,0
2023-11-23 10:27,FRC0,69,89,178,138,1,0
2023-11-23 10:57,FRC0,32,89,384,138,1,0
2023-11-23 11:27,FRC0,43,89,285,138,1,0
2023-11-23 11:57,FRC0,58,89,211,138,1,0
2023-11-23 12:27,FRC0,73,89,168,138,1,0
2023-11-23 12:57,FRC0,89,89,138,138,1,0
2023-11-23 13:27,FRC0,89,89,138,138,1,0
2023-11-23 13:57,FRC0,89,89,138,138,1,0
2023-11-23 14:27,FRC0,89,89,138,138,1,0
2023-11-23 14:57,FRC0,70,88,175,139,1,0
2023-11-23 15:27,FRC0,65,89,189,138,1,0
2023-11-23 15:57,FRC0,67,89,183,138,1,0
2023-11-23 16:27,FRC0,52,89,236,138,1,0
2023-11-23 16:57,FRC0,32,89,384,138,1,0
2023-11-23 17:27,FRC0,40,88,307,139,1,0
2023-11-23 17:57,FRC0,19,89,646,138,1,0
2023-11-23 18:27,FRC0,28,89,438,138,1,0
2023-11-23 18:57,FRC0,35,89,351,138,1,0
2023-11-23 19:27,FRC0,51,88,241,139,1,0
2023-11-23 19:57,FRC0,46,89,267,138,1,0
2023-11-23 20:27,FRC0,89,89,138,138,1,0
2023-11-23 20:57,FRC0,89,89,138,138,1,0
2023-11-23 21:27,FRC0,89,89,138,138,1,0
2023-11-23 21:57,FRC0,89,89,138,138,1,0
2023-11-23 22:27,FRC0,89,89,138,138,1,0
2023-11-23 22:57,FRC0,89,89,138,138,1,0
2023-11-23 23:27,FRC0,89,89,138,138,1,0
2023-11-23 23:57,FRC0,89,89,138,138,1,0
2023-11-24 00:27,FRC0,89,89,138,138,1,0
2023-11-24 00:57,FRC0,89,89,138,138,1,0
2023-11-24 01:27,FRC0,89,89,138,138,1,0
2023-11-24 01:57,FRC0,89,89,138,138,1,0
2023-11-24 02:27,FRC0,89,89,138,138,1,0
2023-11-24 02:57,FRC0,89,89,138,138,1,0
2023-11-24 03:27,FRC0,89,89,138,138,1,0
2023-11-24 03:57,FRC0,89,89,138,138,1,0
2023-11-24 04:27,FRC0,89,89,138,138,1,0
2023-11-24 04:57,FRC0,89,89,138,138,1,0
2023-11-24 05:27,FRC0,89,89,138,138,1,0
2023-11-24 05:57,FRC0,89,89,138,138,1,0
2023-11-24 06:27,FRC0,89,89,138,138,1,0
2023-11-24 06:57,FRC0,65,89,189,138,1,0
2023-11-24 07:27,FRC0,69,88,178,139,1,0
2023-11-24 07:57,FRC0,28,89,438,138,1,0
2023-11-24 08:27,FRC0,58,88,211,139,1,0
2023-11-24 08:57,FRC0,51,89,241,138,1,0
2023-11-24 09:27,FRC0,66,89,186,138,1,0
2023-11-24 09:57,FRC0,89,89,138,138,1,0
2023-11-24 10:27,FRC0,89,89,138,138,1,0
2023-11-24 10:57,FRC0,89,89,138,138,1,0
2023-11-24 11:27,FRC0,71,89,173,138,1,0
2023-11-24 11:57,FRC0,70,89,175,138,1,0
2023-11-24 12:27,FRC0,65,90,189,136,1,0
2023-11-24 12:57,FRC0,32,90,384,136,1,0
2023-11-24 13:27,FRC0,65,90,189,136,1,0
2023-11-24 13:57,FRC0,89,89,138,138,1,0
2023-11-24 14:27,FRC0,56,89,219,138,1,0
2023-11-24 14:57,FRC0,62,89,198,138,1,0
2023-11-24 15:27,FRC0,61,89,201,138,1,0
2023-11-24 15:57,FRC0,33,89,372,138,1,0
2023-11-24 16:27,FRC0,26,88,472,139,1,0
2023-11-24 16:57,FRC0,22,89,558,138,1,0
2023-11-24 17:27,FRC0,37,89,332,138,1,0
2023-11-24 17:57,FRC0,44,89,279,138,1,0
2023-11-24 18:27,FRC0,47,90,261,136,1,0
2023-11-24 18:57,FRC0,43,88,285,139,1,0
2023-11-24 19:27,FRC0,32,88,384,139,1,0
2023-11-24 19:57,FRC0,28,89,438,138,1,0
2023-11-24 20:27,FRC0,28,90,438,136,1,0
2023-11-24 20:57,FRC0,89,89,138,138,1,0
2023-11-24 21:27,FRC0,89,89,138,138,1,0
2023-11-24 21:57,FRC0,89,89,138,138,1,0
2023-11-24 22:27,FRC0,89,89,138,138,1,0
2023-11-24 22:57,FRC0,89,89,138,138,1,0
2023-11-24 23:27,FRC0,89,89,138,138,1,0
2023-11-24 23:57,FRC0,89,89,138,138,1,0
2023-11-25 00:27,FRC0,89,89,138,138,1,0
2023-11-25 00:57,FRC0,89,89,138,138,1,0
2023-11-25 01:27,FRC0,89,89,138,138,1,0
2023-11-25 01:57,FRC0,89,89,138,138,1,0
2023-11-25 02:27,FRC0,89,89,138,138,1,0
2023-11-25 02:57,FRC0,89,89,138,138,1,0
2023-11-25 03:27,FRC0,89,89,138,138,1,0
2023-11-25 03:57,FRC0,89,89,138,138,1,0
2023-11-25 04:27,FRC0,89,89,138,138,1,0
2023-11-25 04:57,FRC0,89,89,138,138,1,0
2023-11-25 05:27,FRC0,89,89,138,138,1,0
2023-11-25 05:57,FRC0,89,89,138,138,1,0
2023-11-25 06:27,FRC0,89,89,138,138,1,0
2023-11-25 06:57,FRC0,89,89,138,138,1,0
2023-11-25 07:27,FRC0,89,89,138,138,1,0
2023-11-25 07:57,FRC0,89,89,138,138,1,0
2023-11-25 08:27,FRC0,89,89,138,138,1,0
2023-11-25 08:57,FRC0,89,89,138,138,1,0
2023-11-25 09:27,FRC0,89,89,138,138,1,0
2023-11-25 09:57,FRC0,89,89,138,138,1,0
2023-11-25 10:27,FRC0,89,89,138,138,1,0
2023-11-25 10:57,FRC0,89,89,138,138,1,0
2023-11-25 11:27,FRC0,89,89,138,138,1,0
2023-11-25 11:57,FRC0,59,89,208,138,1,0
2023-11-25 12:27,FRC0,31,88,396,139,1,0
2023-11-25 12:57,FRC0,72,89,170,138,1,0
2023-11-25 13:27,FRC0,46,89,267,138,1,0
2023-11-25 13:57,FRC0,51,89,241,138,1,0
2023-11-25 14:27,FRC0,89,89,138,138,1,0
2023-11-25 14:58,FRC0,62,89,198,138,1,0
2023-11-25 15:28,FRC0,23,89,534,138,1,0
2023-11-25 15:58,FRC0,58,89,211,138,1,0
2023-11-25 16:28,FRC0,50,89,245,138,1,0
2023-11-25 16:58,FRC0,66,89,186,138,1,0
2023-11-25 17:28,FRC0,41,89,299,138,1,0
2023-11-25 17:58,FRC0,34,89,361,138,1,0
2023-11-25 18:28,FRC0,45,89,273,138,1,0
2023-11-25 18:58,FRC0,21,89,585,138,1,0
2023-11-25 19:28,FRC0,28,89,438,138,1,0
2023-11-25 19:58,FRC0,32,89,384,138,1,0
2023-11-25 20:28,FRC0,24,89,512,138,1,0
2023-11-25 20:58,FRC0,62,88,198,139,1,0
2023-11-25 21:28,FRC0,89,89,138,138,1,0
2023-11-25 21:58,FRC0,89,89,138,138,1,0
2023-11-25 22:28,FRC0,89,89,138,138,1,0
2023-11-25 22:58,FRC0,89,89,138,138,1,0
2023-11-25 23:28,FRC0,89,89,138,138,1,0
2023-11-25 23:58,FRC0,89,89,138,138,1,0
2023-11-26 00:28,FRC0,89,89,138,138,1,0
2023-11-26 00:58,FRC0,89,89,138,138,1,0
2023-11-26 01:28,FRC0,89,89,138,138,1,0
2023-11-26 01:58,FRC0,89,89,138,138,1,0
2023-11-26 02:28,FRC0,89,89,138,138,1,0
2023-11-26 02:58,FRC0,89,89,138,138,1,0
2023-11-26 03:28,FRC0,89,89,138,138,1,0
2023-11-26 03:58,FRC0,89,89,138,138,1,0
2023-11-26 04:28,FRC0,89,89,138,138,1,0
2023-11-26 04:58,FRC0,89,89,138,138,1,0
2023-11-26 05:28,FRC0,89,89,138,138,1,0
2023-11-26 05:58,FRC0,89,89,138,138,1,0
2023-11-26 06:28,FRC0,89,89,138,138,1,0
2023-11-26 06:58,FRC0,89,89,138,138,1,0
2023-11-26 07:28,FRC0,89,89,138,138,1,0
2023-11-26 07:58,FRC0,89,89,138,138,1,0
2023-11-26 08:28,FRC0,89,89,138,138,1,0
2023-11-26 08:58,FRC0,89,89,138,138,1,0
2023-11-26 09:28,FRC0,89,89,138,138,1,0
2023-11-26 09:58,FRC0,89,89,138,138,1,0
2023-11-26 10:28,FRC0,89,89,138,138,1,0
2023-11-26 10:58,FRC0,89,89,138,138,1,0
2023-11-26 11:28,FRC0,89,89,138,138,1,0
2023-11-26 11:58,FRC0,89,89,138,138,1,0
2023-11-26 12:28,FRC0,64,88,192,139,1,0
2023-11-26 12:58,FRC0,40,90,307,136,1,0
2023-11-26 13:28,FRC0,20,89,614,138,1,0
2023-11-26 13:58,FRC0,32,88,384,139,1,0
2023-11-26 14:28,FRC0,43,89,285,138,1,0
2023-11-26 14:58,FRC0,44,88,279,139,1,0
2023-11-26 15:28,FRC0,21,89,585,138,1,0
2023-11-26 15:58,FRC0,21,89,585,138,1,0
2023-11-26 16:28,FRC0,11,89,1117,138,1,0
2023-11-26 16:58,FRC0,28,88,438,139,1,0
2023-11-26 17:28,FRC0,17,89,723,138,1,0
2023-11-26 17:58,FRC0,40,89,307,138,1,0
2023-11-26 18:28,FRC0,48,89,256,138,1,0
2023-11-26 18:58,FRC0,89,89,138,138,1,0
2023-11-26 19:28,FRC0,89,89,138,138,1,0
2023-11-26 19:58,FRC0,89,89,138,138,1,0
2023-11-26 20:28,FRC0,89,89,138,138,1,0
2023-11-26 20:58,FRC0,89,89,138,138,1,0
2023-11-26 21:28,FRC0,89,89,138,138,1,0
2023-11-26 21:58,FRC0,89,89,138,138,1,0
2023-11-26 22:28,FRC0,89,89,138,138,1,0
2023-11-26 22:58,FRC0,89,89,138,138,1,0
2023-11-26 23:28,FRC0,89,89,138,138,1,0
2023-11-26 23:58,FRC0,89,89,138,138,1,0
2023-11-27 00:28,FRC0,89,89,138,138,1,0
2023-11-27 00:58,FRC0,89,89,138,138,1,0
2023-11-27 01:28,FRC0,89,89,138,138,1,0
2023-11-27 01:58,FRC0,89,89,138,138,1,0
2023-11-27 02:28,FRC0,89,89,138,138,1,0
2023-11-27 02:58,FRC0,89,89,138,138,1,0
2023-11-27 03:28,FRC0,89,89,138,138,1,0
2023-11-27 03:58,FRC0,89,89,138,138,1,0
2023-11-27 04:28,FRC0,89,89,138,138,1,0
2023-11-27 04:58,FRC0,89,89,138,138,1,0
2023-11-27 05:28,FRC0,89,89,138,138,1,0
2023-11-27 05:58,FRC0,89,89,138,138,1,0
2023-11-27 06:28,FRC0,73,89,168,138,1,0
2023-11-27 06:58,FRC0,54,89,227,138,1,0
2023-11-27 07:28,FRC0,43,89,285,138,1,0
2023-11-27 07:58,FRC0,39,89,315,138,1,0
2023-11-27 08:28,FRC0,45,89,273,138,1,0
2023-11-27 08:58,FRC0,64,89,192,138,1,0
2023-11-27 09:28,FRC0,49,89,250,138,1,0
2023-11-27 09:58,FRC0,70,89,175,138,1,0
2023-11-27 10:28,FRC0,89,89,138,138,1,0
2023-11-27 10:58,FRC0,89,89,138,138,1,0
2023-11-27 11:28,FRC0,89,89,138,138,1,0
2023-11-27 11:58,FRC0,89,89,138,138,1,0
2023-11-27 12:28,FRC0,89,89,138,138,1,0
2023-11-27 12:58,FRC0,89,89,138,138,1,0
2023-11-27 13:28,FRC0,89,89,138,138,1,0
2023-11-27 13:58,FRC0,89,89,138,138,1,0
2023-11-27 14:28,FRC0,89,89,138,138,1,0
2023-11-27 14:58,FRC0,89,89,138,138,1,0
2023-11-27 15:28,FRC0,89,89,138,138,1,0
2023-11-27 15:58,FRC0,89,89,138,138,1,0
2023-11-27 16:29,FRC0,37,89,332,138,1,0
2023-11-27 16:59,FRC0,46,89,267,138,1,0
2023-11-27 17:29,FRC0,37,89,332,138,1,0
2023-11-27 17:59,FRC0,30,90,409,136,1,0
2023-11-27 18:29,FRC0,43,89,285,138,1,0
2023-11-27 18:59,FRC0,67,89,183,138,1,0
2023-11-27 19:29,FRC0,89,89,138,138,1,0
2023-11-27 19:59,FRC0,89,89,138,138,1,0
2023-11-27 20:29,FRC0,89,89,138,138,1,0
2023-11-27 20:59,FRC0,89,89,138,138,1,0
2023-11-27 21:29,FRC0,89,89,138,138,1,0
2023-11-27 21:59,FRC0,89,89,138,138,1,0
2023-11-27 22:29,FRC0,89,89,138,138,1,0
2023-11-27 22:59,FRC0,89,89,138,138,1,0
2023-11-27 23:29,FRC0,89,89,138,138,1,0
2023-11-27 23:59,FRC0,89,89,138,138,1,0
2023-11-28 00:29,FRC0,89,89,138,138,1,0
2023-11-28 00:59,FRC0,89,89,138,138,1,0
2023-11-28 01:29,FRC0,89,89,138,138,1,0
2023-11-28 01:59,FRC0,89,89,138,138,1,0
2023-11-28 02:29,FRC0,89,89,138,138,1,0
2023-11-28 02:59,FRC0,89,89,138,138,1,0
2023-11-28 03:29,FRC0,89,89,138,138,1,0
2023-11-28 03:59,FRC0,89,89,138,138,1,0
2023-11-28 04:29,FRC0,89,89,138,138,1,0
2023-11-28 04:59,FRC0,89,89,138,138,1,0
2023-11-28 05:29,FRC0,89,89,138,138,1,0
2023-11-28 05:59,FRC0,89,89,138,138,1,0
2023-11-28 07:00,FRC0,42,89,292,138,1,0
2023-11-28 07:30,FRC0,35,89,351,138,1,0
2023-11-28 08:00,FRC0,46,89,267,138,1,0
2023-11-28 08:30,FRC0,54,89,227,138,1,0
2023-11-28 09:00,FRC0,37,89,332,138,1,0
2023-11-28 09:30,FRC0,35,89,351,138,1,0
2023-11-28 10:00,FRC0,31,89,396,138,1,0
2023-11-28 10:30,FRC0,37,89,332,138,1,0
2023-11-28 11:00,FRC0,61,90,201,136,1,0
2023-11-28 11:30,FRC0,89,89,138,138,1,0
2023-11-28 12:00,FRC0,89,89,138,138,1,0
2023-11-28 12:30,FRC0,89,89,138,138,1,0
2023-11-28 13:00,FRC0,89,89,138,138,1,0
2023-11-28 13:30,FRC0,89,89,138,138,1,0
2023-11-28 14:00,FRC0,89,89,138,138,1,0
2023-11-28 14:30,FRC0,89,89,138,138,1,0
2023-11-28 15:00,FRC0,78,88,157,139,1,0
2023-11-28 15:30,FRC0,89,89,138,138,1,0
2023-11-28 16:00,FRC0,55,89,223,138,1,0
2023-11-28 16:30,FRC0,35,89,351,138,1,0
2023-11-28 17:00,FRC0,34,89,361,138,1,0
