datetime,frc,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,confidence,road_closure
2023-12-06 20:00,FRC0,67,89,183,138,1,0
2023-12-06 20:30,FRC0,89,89,138,138,1,0
2023-12-06 20:30,FRC0,89,89,138,138,1,0
2023-12-06 21:00,FRC0,89,89,138,138,1,0
2023-12-06 21:00,FRC0,89,89,138,138,1,0
2023-12-06 21:30,FRC0,89,89,138,138,1,0
2023-12-06 21:30,FRC0,89,89,138,138,1,0
2023-12-06 22:00,FRC0,79,89,155,138,1,0
2023-12-06 22:00,FRC0,79,89,155,138,1,0
2023-12-06 22:30,FRC0,64,89,192,138,1,0
2023-12-06 22:30,FRC0,64,89,192,138,1,0
2023-12-06 23:00,FRC0,89,89,138,138,1,0
2023-12-06 23:00,FRC0,89,89,138,138,1,0
2023-12-06 23:30,FRC0,89,89,138,138,1,0
2023-12-06 23:30,FRC0,89,89,138,138,1,0
2023-12-07 00:00,FRC0,89,89,138,138,1,0
2023-12-07 00:00,FRC0,89,89,138,138,1,0
2023-12-07 00:30,FRC0,89,89,138,138,1,0
2023-12-07 00:30,FRC0,89,89,138,138,1,0
2023-12-07 01:00,FRC0,89,89,138,138,1,0
2023-12-07 01:00,FRC0,89,89,138,138,1,0
2023-12-07 01:30,FRC0,89,89,138,138,1,0
2023-12-07 01:30,FRC0,89,89,138,138,1,0
2023-12-07 02:00,FRC0,89,89,138,138,1,0
2023-12-07 02:00,FRC0,89,89,138,138,1,0
2023-12-07 02:30,FRC0,89,89,138,138,1,0
2023-12-07 02:30,FRC0,89,89,138,138,1,0
2023-12-07 03:00,FRC0,89,89,138,138,1,0
2023-12-07 03:00,FRC0,89,89,138,138,1,0
2023-12-07 03:30,FRC0,89,89,138,138,1,0
2023-12-07 03:30,FRC0,89,89,138,138,1,0
2023-12-07 04:00,FRC0,89,89,138,138,1,0
2023-12-07 04:00,FRC0,89,89,138,138,1,0
2023-12-07 04:30,FRC0,89,89,138,138,1,0
2023-12-07 04:30,FRC0,89,89,138,138,1,0
2023-12-07 05:00,FRC0,89,89,138,138,1,0
2023-12-07 05:00,FRC0,89,89,138,138,1,0
2023-12-07 05:30,FRC0,89,89,138,138,1,0
2023-12-07 05:30,FRC0,89,89,138,138,1,0
2023-12-07 06:00,FRC0,71,90,173,136,1,0
2023-12-07 06:00,FRC0,71,90,173,136,1,0
2023-12-07 06:30,FRC0,52,88,236,139,1,0
2023-12-07 06:30,FRC0,52,88,236,139,1,0
2023-12-07 07:00,FRC0,39,89,315,138,1,0
2023-12-07 07:00,FRC0,39,89,315,138,1,0
2023-12-07 07:30,FRC0,39,89,315,138,1,0
2023-12-07 07:30,FRC0,39,89,315,138,1,0
2023-12-07 08:00,FRC0,34,89,361,138,1,0
2023-12-07 08:00,FRC0,34,89,361,138,1,0
2023-12-07 08:30,FRC0,45,89,273,138,1,0
2023-12-07 08:30,FRC0,45,89,273,138,1,0
2023-12-07 09:00,FRC0,38,89,323,138,1,0
2023-12-07 09:00,FRC0,38,89,323,138,1,0
2023-12-07 09:30,FRC0,34,89,361,138,1,0
2023-12-07 09:30,FRC0,34,89,361,138,1,0
2023-12-07 10:00,FRC0,46,89,267,138,1,0
2023-12-07 10:00,FRC0,46,89,267,138,1,0
2023-12-07 10:30,FRC0,51,89,241,138,1,0
2023-12-07 10:30,FRC0,51,89,241,138,1,0
2023-12-07 11:00,FRC0,52,88,236,139,1,0
2023-12-07 11:00,FRC0,52,88,236,139,1,0
2023-12-07 11:30,FRC0,32,87,384,141,1,0
2023-12-07 11:30,FRC0,32,87,384,141,1,0
2023-12-07 12:00,FRC0,49,88,250,139,1,0
2023-12-07 12:00,FRC0,49,88,250,139,1,0
2023-12-07 12:30,FRC0,45,89,273,138,1,0
2023-12-07 12:30,FRC0,45,89,273,138,1,0
2023-12-07 13:00,FRC0,67,89,183,138,1,0
2023-12-07 13:00,FRC0,67,89,183,138,1,0
2023-12-07 13:30,FRC0,89,89,138,138,1,0
2023-12-07 13:30,FRC0,89,89,138,138,1,0
2023-12-07 14:00,FRC0,50,90,245,136,1,0
2023-12-07 14:00,FRC0,50,90,245,136,1,0
2023-12-07 14:30,FRC0,13,89,945,138,1,0
2023-12-07 14:30,FRC0,13,89,945,138,1,0
2023-12-07 15:00,FRC0,70,89,175,138,1,0
2023-12-07 15:00,FRC0,70,89,175,138,1,0
2023-12-07 15:30,FRC0,58,89,211,138,1,0
2023-12-07 15:30,FRC0,58,89,211,138,1,0
2023-12-07 16:00,FRC0,31,90,396,136,1,0
2023-12-07 16:00,FRC0,31,90,396,136,1,0
2023-12-07 16:30,FRC0,21,89,585,138,1,0
2023-12-07 16:30,FRC0,21,89,585,138,1,0
2023-12-07 17:00,FRC0,25,89,491,138,1,0
2023-12-07 17:00,FRC0,25,89,491,138,1,0
2023-12-07 17:30,FRC0,31,89,396,138,1,0
2023-12-07 17:30,FRC0,31,89,396,138,1,0
2023-12-07 18:00,FRC0,22,89,558,138,1,0
2023-12-07 18:00,FRC0,22,89,558,138,1,0
2023-12-07 18:30,FRC0,17,88,723,139,1,0
2023-12-07 18:30,FRC0,17,88,723,139,1,0
2023-12-07 19:00,FRC0,20,88,614,139,1,0
2023-12-07 19:00,FRC0,20,88,614,139,1,0
2023-12-07 19:30,FRC0,19,89,646,138,1,0
2023-12-07 19:30,FRC0,19,89,646,138,1,0
2023-12-07 20:00,FRC0,60,89,204,138,1,0
2023-12-07 20:00,FRC0,60,89,204,138,1,0
2023-12-07 20:30,FRC0,89,89,138,138,1,0
2023-12-07 20:30,FRC0,89,89,138,138,1,0
2023-12-07 21:00,FRC0,89,89,138,138,1,0
2023-12-07 21:00,FRC0,89,89,138,138,1,0
2023-12-07 21:30,FRC0,89,89,138,138,1,0
2023-12-07 21:30,FRC0,89,89,138,138,1,0
2023-12-07 22:00,FRC0,89,89,138,138,1,0
2023-12-07 22:00,FRC0,89,89,138,138,1,0
2023-12-07 22:30,FRC0,89,89,138,138,1,0
2023-12-07 22:30,FRC0,89,89,138,138,1,0
2023-12-07 23:00,FRC0,89,89,138,138,1,0
2023-12-07 23:00,FRC0,89,89,138,138,1,0
2023-12-07 23:30,FRC0,89,89,138,138,1,0
2023-12-07 23:30,FRC0,89,89,138,138,1,0
2023-12-08 00:00,FRC0,89,89,138,138,1,0
2023-12-08 00:00,FRC0,89,89,138,138,1,0
2023-12-08 00:30,FRC0,89,89,138,138,1,0
2023-12-08 00:30,FRC0,89,89,138,138,1,0
2023-12-08 01:00,FRC0,89,89,138,138,1,0
2023-12-08 01:00,FRC0,89,89,138,138,1,0
2023-12-08 01:30,FRC0,89,89,138,138,1,0
2023-12-08 01:30,FRC0,89,89,138,138,1,0
2023-12-08 02:00,FRC0,89,89,138,138,1,0
2023-12-08 02:00,FRC0,89,89,138,138,1,0
2023-12-08 02:30,FRC0,89,89,138,138,1,0
2023-12-08 02:30,FRC0,89,89,138,138,1,0
2023-12-08 03:00,FRC0,89,89,138,138,1,0
2023-12-08 03:00,FRC0,89,89,138,138,1,0
2023-12-08 03:30,FRC0,89,89,138,138,1,0
2023-12-08 03:30,FRC0,89,89,138,138,1,0
2023-12-08 04:00,FRC0,89,89,138,138,1,0
2023-12-08 04:00,FRC0,89,89,138,138,1,0
2023-12-08 04:30,FRC0,89,89,138,138,1,0
2023-12-08 04:30,FRC0,89,89,138,138,1,0
2023-12-08 05:00,FRC0,89,89,138,138,1,0
2023-12-08 05:00,FRC0,89,89,138,138,1,0
2023-12-08 05:30,FRC0,89,89,138,138,1,0
2023-12-08 05:30,FRC0,89,89,138,138,1,0
2023-12-08 06:00,FRC0,89,89,138,138,1,0
2023-12-08 06:00,FRC0,89,89,138,138,1,0
2023-12-08 06:30,FRC0,59,89,208,138,1,0
2023-12-08 06:30,FRC0,59,89,208,138,1,0
2023-12-08 07:00,FRC0,46,89,267,138,1,0
2023-12-08 07:00,FRC0,46,89,267,138,1,0
2023-12-08 07:30,FRC0,62,89,198,138,1,0
2023-12-08 07:30,FRC0,62,89,198,138,1,0
2023-12-08 08:00,FRC0,49,89,250,138,1,0
2023-12-08 08:00,FRC0,49,89,250,138,1,0
2023-12-08 08:30,FRC0,51,89,241,138,1,0
2023-12-08 08:30,FRC0,51,89,241,138,1,0
2023-12-08 09:00,FRC0,61,89,201,138,1,0
2023-12-08 09:00,FRC0,61,89,201,138,1,0
2023-12-08 09:30,FRC0,62,89,198,138,1,0
2023-12-08 09:30,FRC0,62,89,198,138,1,0
2023-12-08 10:00,FRC0,65,89,189,138,1,0
2023-12-08 10:00,FRC0,65,89,189,138,1,0
2023-12-08 10:30,FRC0,49,89,250,138,1,0
2023-12-08 10:30,FRC0,49,89,250,138,1,0
2023-12-08 11:00,FRC0,89,89,138,138,1,0
2023-12-08 11:00,FRC0,89,89,138,138,1,0
2023-12-08 11:30,FRC0,65,89,189,138,1,0
2023-12-08 11:30,FRC0,65,89,189,138,1,0
2023-12-08 12:00,FRC0,65,89,189,138,1,0
2023-12-08 12:00,FRC0,65,89,189,138,1,0
2023-12-08 12:30,FRC0,89,89,138,138,1,0
2023-12-08 12:30,FRC0,89,89,138,138,1,0
2023-12-08 13:00,FRC0,89,89,138,138,1,0
2023-12-08 13:00,FRC0,89,89,138,138,1,0
2023-12-08 13:30,FRC0,89,89,138,138,1,0
2023-12-08 13:30,FRC0,89,89,138,138,1,0
2023-12-08 14:00,FRC0,89,89,138,138,1,0
2023-12-08 14:00,FRC0,89,89,138,138,1,0
2023-12-08 14:30,FRC0,89,89,138,138,1,0
2023-12-08 14:30,FRC0,89,89,138,138,1,0
2023-12-08 15:00,FRC0,62,88,198,139,1,0
2023-12-08 15:00,FRC0,62,88,198,139,1,0
2023-12-08 15:30,FRC0,55,89,223,138,1,0
2023-12-08 15:30,FRC0,55,89,223,138,1,0
2023-12-08 16:00,FRC0,53,88,231,139,1,0
2023-12-08 16:00,FRC0,53,88,231,139,1,0
2023-12-08 16:30,FRC0,55,89,223,138,1,0
2023-12-08 16:30,FRC0,53,89,231,138,1,0
2023-12-08 17:00,FRC0,59,88,208,139,1,0
2023-12-08 17:00,FRC0,59,88,208,139,1,0
2023-12-08 17:30,FRC0,33,89,372,138,1,0
2023-12-08 17:30,FRC0,33,89,372,138,1,0
2023-12-08 18:00,FRC0,51,89,241,138,1,0
2023-12-08 18:00,FRC0,51,89,241,138,1,0
2023-12-08 18:30,FRC0,39,89,315,138,1,0
2023-12-08 18:30,FRC0,39,89,315,138,1,0
2023-12-08 19:00,FRC0,43,88,285,139,1,0
2023-12-08 19:00,FRC0,43,88,285,139,1,0
2023-12-08 19:30,FRC0,21,89,585,138,1,0
2023-12-08 19:30,FRC0,21,89,585,138,1,0
2023-12-08 20:00,FRC0,41,89,299,138,1,0
2023-12-08 20:00,FRC0,41,89,299,138,1,0
2023-12-08 20:30,FRC0,39,90,315,136,1,0
2023-12-08 20:30,FRC0,39,90,315,136,1,0
2023-12-08 21:00,FRC0,89,89,138,138,1,0
2023-12-08 21:00,FRC0,89,89,138,138,1,0
2023-12-08 21:30,FRC0,89,89,138,138,1,0
2023-12-08 21:30,FRC0,89,89,138,138,1,0
2023-12-08 22:00,FRC0,89,89,138,138,1,0
2023-12-08 22:00,FRC0,89,89,138,138,1,0
2023-12-08 22:30,FRC0,89,89,138,138,1,0
2023-12-08 22:30,FRC0,89,89,138,138,1,0
2023-12-08 23:00,FRC0,89,89,138,138,1,0
2023-12-08 23:00,FRC0,89,89,138,138,1,0
2023-12-08 23:30,FRC0,89,89,138,138,1,0
2023-12-08 23:30,FRC0,89,89,138,138,1,0
2023-12-09 00:00,FRC0,89,89,138,138,1,0
2023-12-09 00:00,FRC0,89,89,138,138,1,0
2023-12-09 00:30,FRC0,89,89,138,138,1,0
2023-12-09 00:30,FRC0,89,89,138,138,1,0
2023-12-09 01:00,FRC0,89,89,138,138,1,0
2023-12-09 01:00,FRC0,89,89,138,138,1,0
2023-12-09 01:30,FRC0,89,89,138,138,1,0
2023-12-09 01:30,FRC0,89,89,138,138,1,0
2023-12-09 02:00,FRC0,89,89,138,138,1,0
2023-12-09 02:00,FRC0,89,89,138,138,1,0
2023-12-09 02:30,FRC0,89,89,138,138,1,0
2023-12-09 02:30,FRC0,89,89,138,138,1,0
2023-12-09 03:00,FRC0,89,89,138,138,1,0
2023-12-09 03:00,FRC0,89,89,138,138,1,0
2023-12-09 03:30,FRC0,89,89,138,138,1,0
2023-12-09 03:30,FRC0,89,89,138,138,1,0
2023-12-09 04:00,FRC0,89,89,138,138,1,0
2023-12-09 04:00,FRC0,89,89,138,138,1,0
2023-12-09 04:30,FRC0,89,89,138,138,1,0
2023-12-09 04:30,FRC0,89,89,138,138,1,0
2023-12-09 05:00,FRC0,89,89,138,138,1,0
2023-12-09 05:00,FRC0,89,89,138,138,1,0
2023-12-09 05:30,FRC0,89,89,138,138,1,0
2023-12-09 05:30,FRC0,89,89,138,138,1,0
2023-12-09 06:00,FRC0,89,89,138,138,1,0
2023-12-09 06:00,FRC0,89,89,138,138,1,0
2023-12-09 06:30,FRC0,89,89,138,138,1,0
2023-12-09 06:30,FRC0,89,89,138,138,1,0
2023-12-09 07:00,FRC0,89,89,138,138,1,0
2023-12-09 07:00,FRC0,89,89,138,138,1,0
2023-12-09 07:30,FRC0,89,89,138,138,1,0
2023-12-09 07:30,FRC0,89,89,138,138,1,0
2023-12-09 08:00,FRC0,89,89,138,138,1,0
2023-12-09 08:00,FRC0,89,89,138,138,1,0
2023-12-09 08:30,FRC0,89,89,138,138,1,0
2023-12-09 08:30,FRC0,89,89,138,138,1,0
2023-12-09 09:00,FRC0,89,89,138,138,1,0
2023-12-09 09:00,FRC0,89,89,138,138,1,0
2023-12-09 09:30,FRC0,89,89,138,138,1,0
2023-12-09 09:30,FRC0,89,89,138,138,1,0
2023-12-09 10:00,FRC0,89,89,138,138,1,0
2023-12-09 10:00,FRC0,89,89,138,138,1,0
2023-12-09 10:30,FRC0,89,89,138,138,1,0
2023-12-09 10:30,FRC0,89,89,138,138,1,0
2023-12-09 11:00,FRC0,89,89,138,138,1,0
2023-12-09 11:00,FRC0,89,89,138,138,1,0
2023-12-09 11:30,FRC0,89,89,138,138,1,0
2023-12-09 11:30,FRC0,89,89,138,138,1,0
2023-12-09 12:00,FRC0,89,89,138,138,1,0
2023-12-09 12:00,FRC0,89,89,138,138,1,0
2023-12-09 12:30,FRC0,55,89,223,138,1,0
2023-12-09 12:30,FRC0,55,89,223,138,1,0
2023-12-09 13:00,FRC0,62,89,198,138,1,0
2023-12-09 13:00,FRC0,62,89,198,138,1,0
2023-12-09 13:30,FRC0,58,89,211,138,1,0
2023-12-09 13:30,FRC0,58,89,211,138,1,0
2023-12-09 14:00,FRC0,55,89,223,138,1,0
2023-12-09 14:00,FRC0,55,89,223,138,1,0
2023-12-09 14:30,FRC0,31,89,396,138,1,0
2023-12-09 14:30,FRC0,31,89,396,138,1,0
2023-12-09 15:00,FRC0,35,90,351,136,1,0
2023-12-09 15:00,FRC0,35,90,351,136,1,0
2023-12-09 15:30,FRC0,14,88,877,139,1,0
2023-12-09 15:30,FRC0,14,88,877,139,1,0
2023-12-09 16:00,FRC0,35,89,351,138,1,0
2023-12-09 16:00,FRC0,35,89,351,138,1,0
2023-12-09 16:30,FRC0,33,89,372,138,1,0
2023-12-09 16:30,FRC0,33,89,372,138,1,0
2023-12-09 17:00,FRC0,25,90,491,136,1,0
2023-12-09 17:00,FRC0,25,90,491,136,1,0
2023-12-09 17:30,FRC0,42,90,292,136,1,0
2023-12-09 17:30,FRC0,42,90,292,136,1,0
2023-12-09 18:00,FRC0,36,89,341,138,1,0
2023-12-09 18:00,FRC0,36,89,341,138,1,0
2023-12-09 18:30,FRC0,25,89,491,138,1,0
2023-12-09 18:30,FRC0,25,89,491,138,1,0
2023-12-09 19:00,FRC0,35,88,351,139,1,0
2023-12-09 19:00,FRC0,35,88,351,139,1,0
2023-12-09 19:30,FRC0,32,90,384,136,1,0
2023-12-09 19:30,FRC0,32,90,384,136,1,0
2023-12-09 20:00,FRC0,23,88,534,139,1,0
2023-12-09 20:00,FRC0,23,88,534,139,1,0
2023-12-09 20:30,FRC0,53,89,231,138,1,0
2023-12-09 20:30,FRC0,53,89,231,138,1,0
2023-12-09 21:00,FRC0,89,89,138,138,1,0
2023-12-09 21:00,FRC0,89,89,138,138,1,0
2023-12-09 21:30,FRC0,89,89,138,138,1,0
2023-12-09 21:30,FRC0,89,89,138,138,1,0
2023-12-09 22:00,FRC0,89,89,138,138,1,0
2023-12-09 22:00,FRC0,89,89,138,138,1,0
2023-12-09 22:30,FRC0,89,89,138,138,1,0
2023-12-09 22:30,FRC0,89,89,138,138,1,0
2023-12-09 23:00,FRC0,89,89,138,138,1,0
2023-12-09 23:00,FRC0,89,89,138,138,1,0
2023-12-09 23:30,FRC0,89,89,138,138,1,0
2023-12-09 23:30,FRC0,89,89,138,138,1,0
2023-12-10 00:00,FRC0,89,89,138,138,1,0
2023-12-10 00:00,FRC0,89,89,138,138,1,0
2023-12-10 00:30,FRC0,89,89,138,138,1,0
2023-12-10 00:30,FRC0,89,89,138,138,1,0
2023-12-10 01:00,FRC0,89,89,138,138,1,0
2023-12-10 01:00,FRC0,89,89,138,138,1,0
2023-12-10 01:30,FRC0,89,89,138,138,1,0
2023-12-10 01:30,FRC0,89,89,138,138,1,0
2023-12-10 02:00,FRC0,89,89,138,138,1,0
2023-12-10 02:00,FRC0,89,89,138,138,1,0
2023-12-10 02:30,FRC0,89,89,138,138,1,0
2023-12-10 02:30,FRC0,89,89,138,138,1,0
2023-12-10 03:00,FRC0,89,89,138,138,1,0
2023-12-10 03:00,FRC0,89,89,138,138,1,0
2023-12-10 03:30,FRC0,89,89,138,138,1,0
2023-12-10 03:30,FRC0,89,89,138,138,1,0
2023-12-10 04:00,FRC0,89,89,138,138,1,0
2023-12-10 04:00,FRC0,89,89,138,138,1,0
2023-12-10 04:30,FRC0,89,89,138,138,1,0
2023-12-10 04:30,FRC0,89,89,138,138,1,0
2023-12-10 05:00,FRC0,89,89,138,138,1,0
2023-12-10 05:00,FRC0,89,89,138,138,1,0
2023-12-10 05:30,FRC0,89,89,138,138,1,0
2023-12-10 05:30,FRC0,89,89,138,138,1,0
2023-12-10 06:00,FRC0,89,89,138,138,1,0
2023-12-10 06:00,FRC0,89,89,138,138,1,0
2023-12-10 06:30,FRC0,89,89,138,138,1,0
2023-12-10 06:30,FRC0,89,89,138,138,1,0
2023-12-10 07:00,FRC0,89,89,138,138,1,0
2023-12-10 07:00,FRC0,89,89,138,138,1,0
2023-12-10 07:30,FRC0,89,89,138,138,1,0
2023-12-10 07:30,FRC0,89,89,138,138,1,0
2023-12-10 08:00,FRC0,89,89,138,138,1,0
2023-12-10 08:00,FRC0,89,89,138,138,1,0
2023-12-10 08:30,FRC0,89,89,138,138,1,0
2023-12-10 08:30,FRC0,89,89,138,138,1,0
2023-12-10 09:00,FRC0,89,89,138,138,1,0
2023-12-10 09:00,FRC0,89,89,138,138,1,0
2023-12-10 09:30,FRC0,89,89,138,138,1,0
2023-12-10 09:30,FRC0,89,89,138,138,1,0
2023-12-10 10:00,FRC0,89,89,138,138,1,0
2023-12-10 10:00,FRC0,89,89,138,138,1,0
2023-12-10 10:30,FRC0,89,89,138,138,1,0
2023-12-10 10:30,FRC0,89,89,138,138,1,0
2023-12-10 11:00,FRC0,89,89,138,138,1,0
2023-12-10 11:00,FRC0,89,89,138,138,1,0
2023-12-10 11:30,FRC0,89,89,138,138,1,0
2023-12-10 11:30,FRC0,89,89,138,138,1,0
2023-12-10 12:00,FRC0,89,89,138,138,1,0
2023-12-10 12:00,FRC0,89,89,138,138,1,0
2023-12-10 12:30,FRC0,89,89,138,138,1,0
2023-12-10 12:30,FRC0,89,89,138,138,1,0
2023-12-10 13:00,FRC0,58,89,211,138,1,0
2023-12-10 13:00,FRC0,58,89,211,138,1,0
2023-12-10 13:30,FRC0,89,89,138,138,1,0
2023-12-10 13:30,FRC0,89,89,138,138,1,0
2023-12-10 14:00,FRC0,89,89,138,138,1,0
2023-12-10 14:00,FRC0,89,89,138,138,1,0
2023-12-10 14:30,FRC0,89,89,138,138,1,0
2023-12-10 14:30,FRC0,89,89,138,138,1,0
2023-12-10 15:00,FRC0,59,89,208,138,1,0
2023-12-10 15:00,FRC0,59,89,208,138,1,0
2023-12-10 15:30,FRC0,64,89,192,138,1,0
2023-12-10 15:30,FRC0,64,89,192,138,1,0
2023-12-10 16:00,FRC0,89,89,138,138,1,0
2023-12-10 16:00,FRC0,89,89,138,138,1,0
2023-12-10 16:30,FRC0,28,88,438,139,1,0
2023-12-10 16:30,FRC0,28,88,438,139,1,0
2023-12-10 17:00,FRC0,58,89,211,138,1,0
2023-12-10 17:00,FRC0,58,89,211,138,1,0
2023-12-10 17:30,FRC0,43,90,285,136,1,0
2023-12-10 17:30,FRC0,43,90,285,136,1,0
2023-12-10 18:00,FRC0,89,89,138,138,1,0
2023-12-10 18:00,FRC0,89,89,138,138,1,0
2023-12-10 18:30,FRC0,71,89,173,138,1,0
2023-12-10 18:30,FRC0,71,89,173,138,1,0
2023-12-10 19:00,FRC0,50,89,245,138,1,0
2023-12-10 19:00,FRC0,50,89,245,138,1,0
2023-12-10 19:30,FRC0,19,92,646,133,1,0
2023-12-10 19:30,FRC0,19,92,646,133,1,0
2023-12-10 20:00,FRC0,89,89,138,138,1,0
2023-12-10 20:00,FRC0,89,89,138,138,1,0
2023-12-10 20:30,FRC0,89,89,138,138,1,0
2023-12-10 20:30,FRC0,89,89,138,138,1,0
2023-12-10 21:00,FRC0,89,89,138,138,1,0
2023-12-10 21:00,FRC0,89,89,138,138,1,0
2023-12-10 21:30,FRC0,89,89,138,138,1,0
2023-12-10 21:30,FRC0,89,89,138,138,1,0
2023-12-10 22:00,FRC0,89,89,138,138,1,0
2023-12-10 22:00,FRC0,89,89,138,138,1,0
